Source,T1,Destination,T2,Seq,Latency
10.136.5.2,1697911304,10.143.3.2,1697911304,1131,62647555
10.129.129.2,1697911304,10.143.3.2,1697911304,1051,51807554
10.136.5.2,1697911305,10.143.3.2,1697911305,1132,62662666
10.129.129.2,1697911305,10.143.3.2,1697911305,1052,51790661
10.136.5.2,1697911306,10.143.3.2,1697911306,1133,62675473
10.129.129.2,1697911306,10.143.3.2,1697911306,1053,51787069
10.136.5.2,1697911307,10.143.3.2,1697911307,1134,62649202
10.129.129.2,1697911307,10.143.3.2,1697911307,1054,51790104
10.136.5.2,1697911308,10.143.3.2,1697911308,1135,62644980
10.129.129.2,1697911308,10.143.3.2,1697911308,1055,51787188
10.136.5.2,1697911309,10.143.3.2,1697911309,1136,62668462
10.129.129.2,1697911309,10.143.3.2,1697911309,1056,51806567
10.136.5.2,1697911310,10.143.3.2,1697911310,1137,62674950
10.129.129.2,1697911310,10.143.3.2,1697911310,1057,51791383
10.136.5.2,1697911311,10.143.3.2,1697911311,1138,62693179
10.129.129.2,1697911311,10.143.3.2,1697911311,1058,51791865
10.136.5.2,1697911312,10.143.3.2,1697911312,1139,62688248
10.129.129.2,1697911312,10.143.3.2,1697911312,1059,51789986
10.136.5.2,1697911313,10.143.3.2,1697911313,1140,62713618
10.129.129.2,1697911313,10.143.3.2,1697911313,1060,51789751
10.136.5.2,1697911314,10.143.3.2,1697911314,1141,62676748
10.129.129.2,1697911314,10.143.3.2,1697911314,1061,51790052
10.136.5.2,1697911315,10.143.3.2,1697911315,1142,62691017
10.129.129.2,1697911315,10.143.3.2,1697911315,1062,51789120
10.136.5.2,1697911316,10.143.3.2,1697911316,1143,62632260
10.129.129.2,1697911316,10.143.3.2,1697911316,1063,51792285
10.136.5.2,1697911317,10.143.3.2,1697911317,1144,62669246
10.129.129.2,1697911317,10.143.3.2,1697911317,1064,51796156
10.136.5.2,1697911318,10.143.3.2,1697911318,1145,62666424
10.129.129.2,1697911318,10.143.3.2,1697911318,1065,51793351
10.136.5.2,1697911319,10.143.3.2,1697911319,1146,62695186
10.129.129.2,1697911319,10.143.3.2,1697911319,1066,51793930
10.136.5.2,1697911320,10.143.3.2,1697911320,1147,62682001
10.129.129.2,1697911320,10.143.3.2,1697911320,1067,51790064
10.136.5.2,1697911321,10.143.3.2,1697911321,1148,62650780
10.129.129.2,1697911321,10.143.3.2,1697911321,1068,51796238
10.136.5.2,1697911322,10.143.3.2,1697911322,1149,62690523
10.129.129.2,1697911322,10.143.3.2,1697911322,1069,51809279
10.136.5.2,1697911323,10.143.3.2,1697911323,1150,62633889
10.129.129.2,1697911323,10.143.3.2,1697911323,1070,51795582
10.136.5.2,1697911324,10.143.3.2,1697911324,1151,62658880
10.129.129.2,1697911324,10.143.3.2,1697911324,1071,51794104
10.136.5.2,1697911325,10.143.3.2,1697911325,1152,62672802
10.129.129.2,1697911325,10.143.3.2,1697911325,1072,51805869
10.136.5.2,1697911326,10.143.3.2,1697911326,1153,62741134
10.129.129.2,1697911326,10.143.3.2,1697911326,1073,51793763
10.136.5.2,1697911327,10.143.3.2,1697911327,1154,62648149
10.129.129.2,1697911327,10.143.3.2,1697911327,1074,51792975
10.136.5.2,1697911328,10.143.3.2,1697911328,1155,62654023
10.129.129.2,1697911328,10.143.3.2,1697911328,1075,51792789
10.136.5.2,1697911329,10.143.3.2,1697911329,1156,62657163
10.129.129.2,1697911329,10.143.3.2,1697911329,1076,51791014
10.136.5.2,1697911330,10.143.3.2,1697911330,1157,62665297
10.129.129.2,1697911330,10.143.3.2,1697911330,1077,51790947
10.136.5.2,1697911331,10.143.3.2,1697911331,1158,62643313
10.129.129.2,1697911331,10.143.3.2,1697911331,1078,51796783
10.136.5.2,1697911332,10.143.3.2,1697911332,1159,62721866
10.129.129.2,1697911332,10.143.3.2,1697911332,1079,51794414
10.136.5.2,1697911333,10.143.3.2,1697911333,1160,62743841
10.129.129.2,1697911333,10.143.3.2,1697911333,1080,51791701
10.136.5.2,1697911334,10.143.3.2,1697911334,1161,62646729
10.129.129.2,1697911334,10.143.3.2,1697911334,1081,51791155
10.136.5.2,1697911335,10.143.3.2,1697911335,1162,62674312
10.129.129.2,1697911335,10.143.3.2,1697911335,1082,51801105
10.136.5.2,1697911336,10.143.3.2,1697911336,1163,62670496
10.129.129.2,1697911336,10.143.3.2,1697911336,1083,51792862
10.136.5.2,1697911337,10.143.3.2,1697911337,1164,62694032
10.129.129.2,1697911337,10.143.3.2,1697911337,1084,51793877
10.136.5.2,1697911338,10.143.3.2,1697911338,1165,62664708
10.129.129.2,1697911338,10.143.3.2,1697911338,1085,51791986
10.136.5.2,1697911339,10.143.3.2,1697911339,1166,62685031
10.129.129.2,1697911339,10.143.3.2,1697911339,1086,51792082
10.136.5.2,1697911340,10.143.3.2,1697911340,1167,62737651
10.129.129.2,1697911340,10.143.3.2,1697911340,1087,51792900
10.136.5.2,1697911341,10.143.3.2,1697911341,1168,62696928
10.129.129.2,1697911341,10.143.3.2,1697911341,1088,51795069
10.136.5.2,1697911342,10.143.3.2,1697911342,1169,62708266
10.129.129.2,1697911342,10.143.3.2,1697911342,1089,51790419
10.136.5.2,1697911343,10.143.3.2,1697911343,1170,62702750
10.129.129.2,1697911343,10.143.3.2,1697911343,1090,51792363
10.136.5.2,1697911344,10.143.3.2,1697911344,1171,62675612
10.129.129.2,1697911344,10.143.3.2,1697911344,1091,51788738
10.136.5.2,1697911345,10.143.3.2,1697911345,1172,62671784
10.129.129.2,1697911345,10.143.3.2,1697911345,1092,51791284
10.136.5.2,1697911346,10.143.3.2,1697911346,1173,62673991
10.129.129.2,1697911346,10.143.3.2,1697911346,1093,51790031
10.136.5.2,1697911347,10.143.3.2,1697911347,1174,62648025
10.129.129.2,1697911347,10.143.3.2,1697911347,1094,51789499
10.136.5.2,1697911348,10.143.3.2,1697911348,1175,62691709
10.129.129.2,1697911348,10.143.3.2,1697911348,1095,51790628
10.136.5.2,1697911349,10.143.3.2,1697911349,1176,62661746
10.129.129.2,1697911349,10.143.3.2,1697911349,1096,51793274
10.136.5.2,1697911350,10.143.3.2,1697911350,1177,62685227
10.129.129.2,1697911350,10.143.3.2,1697911350,1097,51806781
10.136.5.2,1697911351,10.143.3.2,1697911351,1178,62672474
10.129.129.2,1697911351,10.143.3.2,1697911351,1098,51789102
10.136.5.2,1697911352,10.143.3.2,1697911352,1179,62682939
10.129.129.2,1697911352,10.143.3.2,1697911352,1099,51790832
10.136.5.2,1697911353,10.143.3.2,1697911353,1180,62709993
10.129.129.2,1697911353,10.143.3.2,1697911353,1100,51792670
10.136.5.2,1697911354,10.143.3.2,1697911354,1181,62715628
10.129.129.2,1697911354,10.143.3.2,1697911354,1101,51791366
10.136.5.2,1697911355,10.143.3.2,1697911355,1182,62699243
10.129.129.2,1697911355,10.143.3.2,1697911355,1102,51790673
10.136.5.2,1697911356,10.143.3.2,1697911356,1183,62678987
10.129.129.2,1697911356,10.143.3.2,1697911356,1103,51791110
10.136.5.2,1697911357,10.143.3.2,1697911357,1184,62714935
10.129.129.2,1697911357,10.143.3.2,1697911357,1104,51793390
10.136.5.2,1697911358,10.143.3.2,1697911358,1185,62687936
10.129.129.2,1697911358,10.143.3.2,1697911358,1105,51791946
10.136.5.2,1697911359,10.143.3.2,1697911359,1186,62685202
10.129.129.2,1697911359,10.143.3.2,1697911359,1106,51794037
10.136.5.2,1697911360,10.143.3.2,1697911360,1187,62714741
10.129.129.2,1697911360,10.143.3.2,1697911360,1107,51792263
10.136.5.2,1697911361,10.143.3.2,1697911361,1188,62748399
10.129.129.2,1697911361,10.143.3.2,1697911361,1108,51798135
10.136.5.2,1697911362,10.143.3.2,1697911362,1189,62709608
10.129.129.2,1697911362,10.143.3.2,1697911362,1109,51794027
10.136.5.2,1697911363,10.143.3.2,1697911363,1190,62650439
10.129.129.2,1697911363,10.143.3.2,1697911363,1110,51793345
10.136.5.2,1697911364,10.143.3.2,1697911364,1191,62647341
10.129.129.2,1697911364,10.143.3.2,1697911364,1111,51796328
10.136.5.2,1697911365,10.143.3.2,1697911365,1192,62661391
10.129.129.2,1697911365,10.143.3.2,1697911365,1112,51793363
10.136.5.2,1697911366,10.143.3.2,1697911366,1193,62669485
10.129.129.2,1697911366,10.143.3.2,1697911366,1113,51795673
10.136.5.2,1697911367,10.143.3.2,1697911367,1194,62678982
10.129.129.2,1697911367,10.143.3.2,1697911367,1114,51793279
10.136.5.2,1697911368,10.143.3.2,1697911368,1195,62684668
10.129.129.2,1697911368,10.143.3.2,1697911368,1115,51791838
10.136.5.2,1697911369,10.143.3.2,1697911369,1196,62725472
10.129.129.2,1697911369,10.143.3.2,1697911369,1116,51793522
10.136.5.2,1697911370,10.143.3.2,1697911370,1197,62691021
10.129.129.2,1697911370,10.143.3.2,1697911370,1117,51791473
10.136.5.2,1697911371,10.143.3.2,1697911371,1198,62671406
10.129.129.2,1697911371,10.143.3.2,1697911371,1118,51792577
10.136.5.2,1697911372,10.143.3.2,1697911372,1199,62714817
10.129.129.2,1697911372,10.143.3.2,1697911372,1119,51792720
10.136.5.2,1697911373,10.143.3.2,1697911373,1200,62655861
10.129.129.2,1697911373,10.143.3.2,1697911373,1120,51793400
10.136.5.2,1697911374,10.143.3.2,1697911374,1201,62680761
10.129.129.2,1697911374,10.143.3.2,1697911374,1121,51796865
10.136.5.2,1697911375,10.143.3.2,1697911375,1202,62710946
10.129.129.2,1697911375,10.143.3.2,1697911375,1122,51795270
10.136.5.2,1697911376,10.143.3.2,1697911376,1203,62646493
10.129.129.2,1697911376,10.143.3.2,1697911376,1123,51807655
10.136.5.2,1697911377,10.143.3.2,1697911377,1204,62689498
10.129.129.2,1697911377,10.143.3.2,1697911377,1124,51794158
10.136.5.2,1697911378,10.143.3.2,1697911378,1205,62660696
10.129.129.2,1697911378,10.143.3.2,1697911378,1125,51807023
10.136.5.2,1697911379,10.143.3.2,1697911379,1206,62649708
10.129.129.2,1697911379,10.143.3.2,1697911379,1126,51791946
10.136.5.2,1697911380,10.143.3.2,1697911380,1207,62672493
10.129.129.2,1697911380,10.143.3.2,1697911380,1127,51792419
10.136.5.2,1697911381,10.143.3.2,1697911381,1208,62711684
10.129.129.2,1697911381,10.143.3.2,1697911381,1128,51792184
10.136.5.2,1697911382,10.143.3.2,1697911382,1209,62731669
10.129.129.2,1697911382,10.143.3.2,1697911382,1129,51792576
10.136.5.2,1697911383,10.143.3.2,1697911383,1210,62658713
10.129.129.2,1697911383,10.143.3.2,1697911383,1130,51815172
10.136.5.2,1697911384,10.143.3.2,1697911384,1211,62706373
10.129.129.2,1697911384,10.143.3.2,1697911384,1131,51792747
10.136.5.2,1697911385,10.143.3.2,1697911385,1212,62675733
10.129.129.2,1697911385,10.143.3.2,1697911385,1132,51794183
10.136.5.2,1697911386,10.143.3.2,1697911386,1213,62663144
10.129.129.2,1697911386,10.143.3.2,1697911386,1133,51798811
10.136.5.2,1697911387,10.143.3.2,1697911387,1214,62657441
10.129.129.2,1697911387,10.143.3.2,1697911387,1134,51791213
10.136.5.2,1697911388,10.143.3.2,1697911388,1215,62652001
10.129.129.2,1697911388,10.143.3.2,1697911388,1135,51793465
10.136.5.2,1697911389,10.143.3.2,1697911389,1216,62718603
10.129.129.2,1697911389,10.143.3.2,1697911389,1136,51796897
10.136.5.2,1697911390,10.143.3.2,1697911390,1217,62651356
10.129.129.2,1697911390,10.143.3.2,1697911390,1137,51791814
10.136.5.2,1697911391,10.143.3.2,1697911391,1218,62697604
10.129.129.2,1697911391,10.143.3.2,1697911391,1138,51806840
10.136.5.2,1697911392,10.143.3.2,1697911392,1219,62683853
10.129.129.2,1697911392,10.143.3.2,1697911392,1139,51790492
10.136.5.2,1697911393,10.143.3.2,1697911393,1220,62645259
10.129.129.2,1697911393,10.143.3.2,1697911393,1140,51791775
10.136.5.2,1697911394,10.143.3.2,1697911394,1221,62663442
10.129.129.2,1697911394,10.143.3.2,1697911394,1141,51791101
10.136.5.2,1697911395,10.143.3.2,1697911395,1222,62635543
10.129.129.2,1697911395,10.143.3.2,1697911395,1142,51792095
10.136.5.2,1697911396,10.143.3.2,1697911396,1223,62658717
10.129.129.2,1697911396,10.143.3.2,1697911396,1143,51804605
10.136.5.2,1697911397,10.143.3.2,1697911397,1224,62666888
10.129.129.2,1697911397,10.143.3.2,1697911397,1144,51790750
10.136.5.2,1697911398,10.143.3.2,1697911398,1225,62678512
10.129.129.2,1697911398,10.143.3.2,1697911398,1145,51795006
10.136.5.2,1697911399,10.143.3.2,1697911399,1226,62645739
10.129.129.2,1697911399,10.143.3.2,1697911399,1146,51804093
10.136.5.2,1697911400,10.143.3.2,1697911400,1227,62715808
10.129.129.2,1697911400,10.143.3.2,1697911400,1147,51790032
10.136.5.2,1697911401,10.143.3.2,1697911401,1228,62704746
10.129.129.2,1697911401,10.143.3.2,1697911401,1148,51793653
10.136.5.2,1697911402,10.143.3.2,1697911402,1229,62669051
10.129.129.2,1697911402,10.143.3.2,1697911402,1149,51788128
10.136.5.2,1697911403,10.143.3.2,1697911403,1230,62660432
10.129.129.2,1697911403,10.143.3.2,1697911403,1150,51790972
10.136.5.2,1697911404,10.143.3.2,1697911404,1231,62663718
10.129.129.2,1697911404,10.143.3.2,1697911404,1151,51794342
10.136.5.2,1697911405,10.143.3.2,1697911405,1232,62699609
10.129.129.2,1697911405,10.143.3.2,1697911405,1152,51793052
10.136.5.2,1697911406,10.143.3.2,1697911406,1233,62648121
10.129.129.2,1697911406,10.143.3.2,1697911406,1153,51791720
10.136.5.2,1697911407,10.143.3.2,1697911407,1234,62662548
10.129.129.2,1697911407,10.143.3.2,1697911407,1154,51792024
10.136.5.2,1697911408,10.143.3.2,1697911408,1235,62636898
10.129.129.2,1697911408,10.143.3.2,1697911408,1155,51794381
10.136.5.2,1697911409,10.143.3.2,1697911409,1236,62658552
10.129.129.2,1697911409,10.143.3.2,1697911409,1156,51792064
10.136.5.2,1697911410,10.143.3.2,1697911410,1237,62638006
10.129.129.2,1697911410,10.143.3.2,1697911410,1157,51793833
10.136.5.2,1697911411,10.143.3.2,1697911411,1238,62678283
10.129.129.2,1697911411,10.143.3.2,1697911411,1158,51793251
10.136.5.2,1697911412,10.143.3.2,1697911412,1239,62654583
10.136.5.2,1697911413,10.143.3.2,1697911413,1240,62653418
10.136.5.2,1697911414,10.143.3.2,1697911414,1241,62664149
10.136.5.2,1697911415,10.143.3.2,1697911415,1242,62667761
10.136.5.2,1697911416,10.143.3.2,1697911416,1243,62676147
10.136.5.2,1697911417,10.143.3.2,1697911417,1244,62695547
10.136.5.2,1697911418,10.143.3.2,1697911418,1245,62659747
10.136.5.2,1697911419,10.143.3.2,1697911419,1246,62648345
10.136.5.2,1697911420,10.143.3.2,1697911420,1247,62665939
10.136.5.2,1697911421,10.143.3.2,1697911421,1248,62642063
10.136.5.2,1697911422,10.143.3.2,1697911422,1249,62639444
10.136.5.2,1697911423,10.143.3.2,1697911423,1250,62660387
10.136.5.2,1697911424,10.143.3.2,1697911424,1251,62686226
10.136.5.2,1697911425,10.143.3.2,1697911425,1252,62689612
10.136.5.2,1697911426,10.143.3.2,1697911426,1253,62646815
10.136.5.2,1697911427,10.143.3.2,1697911427,1254,62674000
10.136.5.2,1697911428,10.143.3.2,1697911428,1255,62695336
10.136.5.2,1697911429,10.143.3.2,1697911429,1256,62645028
10.136.5.2,1697911430,10.143.3.2,1697911430,1257,62677901
10.136.5.2,1697911431,10.143.3.2,1697911431,1258,62678109
10.136.5.2,1697911432,10.143.3.2,1697911432,1259,62662576
10.136.5.2,1697911433,10.143.3.2,1697911433,1260,62667963
10.136.5.2,1697911434,10.143.3.2,1697911434,1261,62669102
10.136.5.2,1697911435,10.143.3.2,1697911435,1262,62663930
10.136.5.2,1697911436,10.143.3.2,1697911436,1263,62638268
10.136.5.2,1697911437,10.143.3.2,1697911437,1264,62666132
10.136.5.2,1697911438,10.143.3.2,1697911438,1265,62650153
10.136.5.2,1697911439,10.143.3.2,1697911439,1266,62710992
10.136.5.2,1697911440,10.143.3.2,1697911440,1267,62707491
10.143.3.2,1697910834,10.129.129.2,1697910834,886,61554202
10.143.3.2,1697910835,10.129.129.2,1697910835,887,61569448
10.143.3.2,1697910836,10.129.129.2,1697910836,888,61596198
10.143.3.2,1697910837,10.129.129.2,1697910837,889,61571506
10.143.3.2,1697910838,10.129.129.2,1697910838,890,61549340
10.136.5.2,1697910839,10.129.129.2,1697910839,121,15630081
10.143.3.2,1697910839,10.129.129.2,1697910839,891,61539247
10.136.5.2,1697910840,10.129.129.2,1697910840,122,15316500
10.143.3.2,1697910840,10.129.129.2,1697910840,892,61551278
10.136.5.2,1697910841,10.129.129.2,1697910841,123,15343852
10.143.3.2,1697910841,10.129.129.2,1697910841,893,61536322
10.136.5.2,1697910842,10.129.129.2,1697910842,124,15264809
10.143.3.2,1697910842,10.129.129.2,1697910842,894,61558571
10.136.5.2,1697910843,10.129.129.2,1697910843,125,15271215
10.143.3.2,1697910843,10.129.129.2,1697910843,895,61590027
10.136.5.2,1697910844,10.129.129.2,1697910844,126,15301933
10.143.3.2,1697910844,10.129.129.2,1697910844,896,61562443
10.136.5.2,1697910845,10.129.129.2,1697910845,127,15296361
10.143.3.2,1697910845,10.129.129.2,1697910845,897,61588706
10.136.5.2,1697910846,10.129.129.2,1697910846,128,15277451
10.143.3.2,1697910846,10.129.129.2,1697910846,898,61559728
10.136.5.2,1697910847,10.129.129.2,1697910847,129,15300097
10.143.3.2,1697910847,10.129.129.2,1697910847,899,61546503
10.136.5.2,1697910848,10.129.129.2,1697910848,130,15241929
10.143.3.2,1697910848,10.129.129.2,1697910848,900,61589194
10.136.5.2,1697910849,10.129.129.2,1697910849,131,15241383
10.143.3.2,1697910849,10.129.129.2,1697910849,901,61542281
10.136.5.2,1697910850,10.129.129.2,1697910850,132,15282671
10.143.3.2,1697910850,10.129.129.2,1697910850,902,61556384
10.136.5.2,1697910851,10.129.129.2,1697910851,133,15319044
10.143.3.2,1697910851,10.129.129.2,1697910851,903,61545574
10.136.5.2,1697910852,10.129.129.2,1697910852,134,15306260
10.143.3.2,1697910852,10.129.129.2,1697910852,904,61543834
10.136.5.2,1697910853,10.129.129.2,1697910853,135,15288387
10.143.3.2,1697910853,10.129.129.2,1697910853,905,61530293
10.136.5.2,1697910854,10.129.129.2,1697910854,136,15254530
10.143.3.2,1697910854,10.129.129.2,1697910854,906,61567426
10.136.5.2,1697910855,10.129.129.2,1697910855,137,15285026
10.143.3.2,1697910855,10.129.129.2,1697910855,907,61539416
10.136.5.2,1697910856,10.129.129.2,1697910856,138,15292472
10.143.3.2,1697910856,10.129.129.2,1697910856,908,61526649
10.136.5.2,1697910857,10.129.129.2,1697910857,139,15302534
10.143.3.2,1697910857,10.129.129.2,1697910857,909,61599799
10.136.5.2,1697910858,10.129.129.2,1697910858,140,15254377
10.143.3.2,1697910858,10.129.129.2,1697910858,910,61570837
10.136.5.2,1697910859,10.129.129.2,1697910859,141,15246776
10.143.3.2,1697910859,10.129.129.2,1697910859,911,61554694
10.136.5.2,1697910860,10.129.129.2,1697910860,142,15263719
10.143.3.2,1697910860,10.129.129.2,1697910860,912,61569354
10.136.5.2,1697910861,10.129.129.2,1697910861,143,15284343
10.143.3.2,1697910861,10.129.129.2,1697910861,913,61550514
10.136.5.2,1697910862,10.129.129.2,1697910862,144,15263357
10.143.3.2,1697910862,10.129.129.2,1697910862,914,61545942
10.136.5.2,1697910863,10.129.129.2,1697910863,145,15237014
10.143.3.2,1697910863,10.129.129.2,1697910863,915,61554516
10.136.5.2,1697910864,10.129.129.2,1697910864,146,15273968
10.143.3.2,1697910864,10.129.129.2,1697910864,916,61544851
10.136.5.2,1697910865,10.129.129.2,1697910865,147,15236722
10.143.3.2,1697910865,10.129.129.2,1697910865,917,61554279
10.136.5.2,1697910866,10.129.129.2,1697910866,148,15257296
10.143.3.2,1697910866,10.129.129.2,1697910866,918,61577577
10.136.5.2,1697910867,10.129.129.2,1697910867,149,15264708
10.143.3.2,1697910867,10.129.129.2,1697910867,919,61576572
10.136.5.2,1697910868,10.129.129.2,1697910868,150,15236088
10.143.3.2,1697910868,10.129.129.2,1697910868,920,61575888
10.136.5.2,1697910869,10.129.129.2,1697910869,151,15243170
10.143.3.2,1697910869,10.129.129.2,1697910869,921,61563700
10.136.5.2,1697910870,10.129.129.2,1697910870,152,15288769
10.143.3.2,1697910870,10.129.129.2,1697910870,922,61535065
10.136.5.2,1697910871,10.129.129.2,1697910871,153,15257555
10.143.3.2,1697910871,10.129.129.2,1697910871,923,61541123
10.136.5.2,1697910872,10.129.129.2,1697910872,154,15288746
10.143.3.2,1697910872,10.129.129.2,1697910872,924,61544071
10.136.5.2,1697910873,10.129.129.2,1697910873,155,15297610
10.143.3.2,1697910873,10.129.129.2,1697910873,925,61553994
10.136.5.2,1697910874,10.129.129.2,1697910874,156,15270372
10.143.3.2,1697910874,10.129.129.2,1697910874,926,61546093
10.136.5.2,1697910875,10.129.129.2,1697910875,157,15229671
10.143.3.2,1697910875,10.129.129.2,1697910875,927,61573363
10.136.5.2,1697910876,10.129.129.2,1697910876,158,15320103
10.143.3.2,1697910876,10.129.129.2,1697910876,928,61575894
10.136.5.2,1697910877,10.129.129.2,1697910877,159,15273356
10.143.3.2,1697910877,10.129.129.2,1697910877,929,61562661
10.136.5.2,1697910878,10.129.129.2,1697910878,160,15264213
10.143.3.2,1697910878,10.129.129.2,1697910878,930,61569518
10.136.5.2,1697910879,10.129.129.2,1697910879,161,15282852
10.143.3.2,1697910879,10.129.129.2,1697910879,931,61548294
10.136.5.2,1697910880,10.129.129.2,1697910880,162,15273553
10.143.3.2,1697910880,10.129.129.2,1697910880,932,61523046
10.136.5.2,1697910881,10.129.129.2,1697910881,163,15259484
10.143.3.2,1697910881,10.129.129.2,1697910881,933,61567330
10.136.5.2,1697910882,10.129.129.2,1697910882,164,15271598
10.143.3.2,1697910882,10.129.129.2,1697910882,934,61528898
10.136.5.2,1697910883,10.129.129.2,1697910883,165,15292581
10.143.3.2,1697910883,10.129.129.2,1697910883,935,61522301
10.136.5.2,1697910884,10.129.129.2,1697910884,166,15253463
10.143.3.2,1697910884,10.129.129.2,1697910884,936,61534075
10.136.5.2,1697910885,10.129.129.2,1697910885,167,15279883
10.143.3.2,1697910885,10.129.129.2,1697910885,937,61549106
10.136.5.2,1697910886,10.129.129.2,1697910886,168,15270168
10.143.3.2,1697910886,10.129.129.2,1697910886,938,61553983
10.136.5.2,1697910887,10.129.129.2,1697910887,169,15272588
10.143.3.2,1697910887,10.129.129.2,1697910887,939,61524439
10.136.5.2,1697910888,10.129.129.2,1697910888,170,15290645
10.143.3.2,1697910888,10.129.129.2,1697910888,940,61525645
10.136.5.2,1697910889,10.129.129.2,1697910889,171,15270384
10.143.3.2,1697910889,10.129.129.2,1697910889,941,61540934
10.136.5.2,1697910890,10.129.129.2,1697910890,172,15246405
10.143.3.2,1697910890,10.129.129.2,1697910890,942,61561591
10.136.5.2,1697910891,10.129.129.2,1697910891,173,15298535
10.143.3.2,1697910891,10.129.129.2,1697910891,943,61532943
10.136.5.2,1697910892,10.129.129.2,1697910892,174,15272414
10.143.3.2,1697910892,10.129.129.2,1697910892,944,61552250
10.136.5.2,1697910893,10.129.129.2,1697910893,175,15285377
10.143.3.2,1697910893,10.129.129.2,1697910893,945,61557222
10.136.5.2,1697910894,10.129.129.2,1697910894,176,15285147
10.143.3.2,1697910894,10.129.129.2,1697910894,946,61544546
10.136.5.2,1697910895,10.129.129.2,1697910895,177,15253758
10.143.3.2,1697910895,10.129.129.2,1697910895,947,61543231
10.136.5.2,1697910896,10.129.129.2,1697910896,178,15280356
10.143.3.2,1697910896,10.129.129.2,1697910896,948,61543330
10.136.5.2,1697910897,10.129.129.2,1697910897,179,15270354
10.143.3.2,1697910897,10.129.129.2,1697910897,949,61559121
10.136.5.2,1697910898,10.129.129.2,1697910898,180,15281145
10.143.3.2,1697910898,10.129.129.2,1697910898,950,61559367
10.136.5.2,1697910899,10.129.129.2,1697910899,181,15270290
10.143.3.2,1697910899,10.129.129.2,1697910899,951,61533700
10.136.5.2,1697910900,10.129.129.2,1697910900,182,15245098
10.143.3.2,1697910900,10.129.129.2,1697910900,952,61555083
10.136.5.2,1697910901,10.129.129.2,1697910901,183,15247054
10.143.3.2,1697910901,10.129.129.2,1697910901,953,61557945
10.136.5.2,1697910902,10.129.129.2,1697910902,184,15240226
10.143.3.2,1697910902,10.129.129.2,1697910902,954,61552590
10.136.5.2,1697910903,10.129.129.2,1697910903,185,15288419
10.143.3.2,1697910903,10.129.129.2,1697910903,955,61549850
10.136.5.2,1697910904,10.129.129.2,1697910904,186,15253967
10.143.3.2,1697910904,10.129.129.2,1697910904,956,61572360
10.136.5.2,1697910905,10.129.129.2,1697910905,187,15233699
10.143.3.2,1697910905,10.129.129.2,1697910905,957,61522340
10.136.5.2,1697910906,10.129.129.2,1697910906,188,15284924
10.143.3.2,1697910906,10.129.129.2,1697910906,958,61586784
10.136.5.2,1697910907,10.129.129.2,1697910907,189,15275126
10.143.3.2,1697910907,10.129.129.2,1697910907,959,61552504
10.136.5.2,1697910908,10.129.129.2,1697910908,190,15274039
10.143.3.2,1697910908,10.129.129.2,1697910908,960,61539625
10.136.5.2,1697910909,10.129.129.2,1697910909,191,15306253
10.143.3.2,1697910909,10.129.129.2,1697910909,961,61530621
10.136.5.2,1697910910,10.129.129.2,1697910910,192,15283633
10.143.3.2,1697910910,10.129.129.2,1697910910,962,61538030
10.136.5.2,1697910911,10.129.129.2,1697910911,193,15235242
10.143.3.2,1697910911,10.129.129.2,1697910911,963,61530095
10.136.5.2,1697910912,10.129.129.2,1697910912,194,15273230
10.143.3.2,1697910912,10.129.129.2,1697910912,964,61536438
10.136.5.2,1697910913,10.129.129.2,1697910913,195,15258198
10.143.3.2,1697910913,10.129.129.2,1697910913,965,61531775
10.136.5.2,1697910914,10.129.129.2,1697910914,196,15240640
10.143.3.2,1697910914,10.129.129.2,1697910914,966,61569798
10.136.5.2,1697910915,10.129.129.2,1697910915,197,15244457
10.143.3.2,1697910915,10.129.129.2,1697910915,967,61537461
10.136.5.2,1697910916,10.129.129.2,1697910916,198,15258615
10.143.3.2,1697910916,10.129.129.2,1697910916,968,61544027
10.136.5.2,1697910917,10.129.129.2,1697910917,199,15316066
10.143.3.2,1697910917,10.129.129.2,1697910917,969,61558627
10.136.5.2,1697910918,10.129.129.2,1697910918,200,15304879
10.143.3.2,1697910918,10.129.129.2,1697910918,970,61550535
10.136.5.2,1697910919,10.129.129.2,1697910919,201,15271861
10.143.3.2,1697910919,10.129.129.2,1697910919,971,61545998
10.136.5.2,1697910920,10.129.129.2,1697910920,202,15287457
10.143.3.2,1697910920,10.129.129.2,1697910920,972,61550262
10.136.5.2,1697910921,10.129.129.2,1697910921,203,15287301
10.143.3.2,1697910921,10.129.129.2,1697910921,973,61531587
10.136.5.2,1697910922,10.129.129.2,1697910922,204,15283068
10.143.3.2,1697910922,10.129.129.2,1697910922,974,61550543
10.136.5.2,1697910923,10.129.129.2,1697910923,205,15291079
10.143.3.2,1697910923,10.129.129.2,1697910923,975,61541518
10.136.5.2,1697910924,10.129.129.2,1697910924,206,15277725
10.143.3.2,1697910924,10.129.129.2,1697910924,976,61552173
10.136.5.2,1697910925,10.129.129.2,1697910925,207,15285708
10.143.3.2,1697910925,10.129.129.2,1697910925,977,61570854
10.136.5.2,1697910926,10.129.129.2,1697910926,208,15288285
10.143.3.2,1697910926,10.129.129.2,1697910926,978,61525595
10.136.5.2,1697910927,10.129.129.2,1697910927,209,15250554
10.143.3.2,1697910927,10.129.129.2,1697910927,979,61543995
10.136.5.2,1697910928,10.129.129.2,1697910928,210,15268476
